is_Alerted,is_Suspicious,Account_number,Transaction_date,transaction_location,transaction_amount,correspondent_bank,party_name,primary_party_account_number,debit_credit,Account_First_name,Account_Last_Name,Account_Open_date,Account_type,Account_Classification,Risk_level,Zipcode,Annual_income,citizenship_country,email,address,branch,Business_Sector,identification_number,Score1,Score2,Score3,Score4,Score5,Score6,Score7,Score,is_noncitizen
0,0,283442463,11/6/19,68909.0,11900.0,Y,Amanda Osborne,693937156,Debit,Nicholas,Reid,8/28/20,B-Business,C-Checking,High,65448,60000.0,United States,Pellentesque.habitant@magnaSed.edu,"P.O. Box 884, 1374 Nisi. Rd.",Jefferson City,Computer Store,16090723 7739,0,1,0,0,1,0,0,2,0
0,0,283442463,11/17/19,76225.0,12175.0,N,Chandler Bradley,522220903,Credit,Nicholas,Reid,8/28/20,B-Business,C-Checking,High,65448,60000.0,United States,Pellentesque.habitant@magnaSed.edu,"P.O. Box 884, 1374 Nisi. Rd.",Jefferson City,Computer Store,16090723 7739,0,1,0,0,1,0,0,2,0
1,1,810028677,11/22/19,54710.0,978455.0,Y,Bell Garcia,122397988,Debit,Ira,Buckley,5/10/20,B-Business,C-Checking,Low,80693,67000.0,United States,libero.nec.ligula@vitae.com,193-5703 Pede Avenue,Akron,Computer Store,16720805 0810,0,0,1,1,1,0,0,3,0
0,0,810028677,11/1/19,37710.0,48521.0,N,Gavin Keith,875171553,Debit,Ira,Buckley,5/10/20,B-Business,C-Checking,Low,80693,67000.0,United States,libero.nec.ligula@vitae.com,193-5703 Pede Avenue,Akron,Computer Store,16720805 0810,0,0,0,0,1,0,0,1,0
0,0,810028677,11/22/19,95012.0,54556.0,Y,Dacey Mcdaniel,335568167,Credit,Ira,Buckley,5/10/20,B-Business,C-Checking,Low,80693,67000.0,United States,libero.nec.ligula@vitae.com,193-5703 Pede Avenue,Akron,Computer Store,16720805 0810,0,0,0,1,1,0,0,2,0
0,0,810028677,11/5/19,79125.0,3750.0,N,Rylee Macias,253189741,Debit,Ira,Buckley,5/10/20,B-Business,C-Checking,Low,80693,67000.0,United States,libero.nec.ligula@vitae.com,193-5703 Pede Avenue,Akron,Computer Store,16720805 0810,0,0,0,0,0,0,0,0,0
0,0,810028677,11/30/19,38642.0,11625.0,Y,Jaquelyn Clements,794394621,Credit,Ira,Buckley,5/10/20,B-Business,C-Checking,Low,80693,67000.0,United States,libero.nec.ligula@vitae.com,193-5703 Pede Avenue,Akron,Computer Store,16720805 0810,0,0,0,0,1,0,0,1,0
0,0,810028677,11/30/19,43355.0,11925.0,N,Xaviera Gould,268812674,Credit,Ira,Buckley,5/10/20,B-Business,C-Checking,Low,80693,67000.0,United States,libero.nec.ligula@vitae.com,193-5703 Pede Avenue,Akron,Computer Store,16720805 0810,0,0,0,0,1,0,0,1,0
0,0,810028677,11/5/19,87817.0,12200.0,N,Victoria Vincent,864107106,Credit,Ira,Buckley,5/10/20,B-Business,C-Checking,Low,80693,67000.0,United States,libero.nec.ligula@vitae.com,193-5703 Pede Avenue,Akron,Computer Store,16720805 0810,0,0,0,0,1,0,0,1,0
0,0,943077340,11/4/19,91763.0,878.0,Y,Zorita Hensley,829979660,Credit,Tasha,Aguirre,12/21/19,P-Private,C-Checking,High,75743,74500.0,United States,est.mollis.non@penatibusetmagnis.net,"P.O. Box 226, 5508 Malesuada Av.",Dallas,HOTEL,16941117 8248,0,1,0,0,0,0,0,1,0
0,0,943077340,11/4/19,14036.0,10000.0,N,Basia Durham,569572798,Credit,Tasha,Aguirre,12/21/19,P-Private,C-Checking,High,75743,74500.0,United States,est.mollis.non@penatibusetmagnis.net,"P.O. Box 226, 5508 Malesuada Av.",Dallas,HOTEL,16941117 8248,0,1,0,0,1,0,0,2,0
0,0,943077340,11/7/19,59206.0,3775.0,N,Jaquelyn Shepherd,417692998,Debit,Tasha,Aguirre,12/21/19,P-Private,C-Checking,High,75743,74500.0,United States,est.mollis.non@penatibusetmagnis.net,"P.O. Box 226, 5508 Malesuada Av.",Dallas,HOTEL,16941117 8248,0,1,0,0,0,0,0,1,0
0,0,943077340,11/16/19,69734.0,11650.0,N,Cleo Parker,811662209,Debit,Tasha,Aguirre,12/21/19,P-Private,C-Checking,High,75743,74500.0,United States,est.mollis.non@penatibusetmagnis.net,"P.O. Box 226, 5508 Malesuada Av.",Dallas,HOTEL,16941117 8248,0,1,0,0,1,0,0,2,0
0,0,943077340,11/26/19,58965.0,11950.0,Y,Dorothy Stein,617070399,Credit,Tasha,Aguirre,12/21/19,P-Private,C-Checking,High,75743,74500.0,United States,est.mollis.non@penatibusetmagnis.net,"P.O. Box 226, 5508 Malesuada Av.",Dallas,HOTEL,16941117 8248,0,1,0,0,1,0,0,2,0
0,0,943077340,11/30/19,81662.0,12225.0,N,Xavier Nielsen,119211679,Debit,Tasha,Aguirre,12/21/19,P-Private,C-Checking,High,75743,74500.0,United States,est.mollis.non@penatibusetmagnis.net,"P.O. Box 226, 5508 Malesuada Av.",Dallas,HOTEL,16941117 8248,0,1,0,0,1,0,0,2,0
0,0,219868693,11/2/19,99463.0,39562.0,Y,Kaden Stanley,855085049,Debit,Francis,Rodgers,6/1/20,B-Business,S-Savings,Low,86567,82000.0,United States,massa@felisullamcorperviverra.edu,"135-6904 Sed, Rd.",Memphis,Local Shop,16190110 9742,0,0,0,0,1,0,0,1,0
1,1,219868693,11/3/19,50226.0,120000.0,N,Lydia Bright,486293109,Credit,Francis,Rodgers,6/1/20,B-Business,S-Savings,Low,86567,82000.0,United States,massa@felisullamcorperviverra.edu,"135-6904 Sed, Rd.",Memphis,Local Shop,16190110 9742,0,0,1,1,1,0,0,3,0
0,0,219868693,11/18/19,39534.0,3800.0,Y,Angelica Hunter,980277859,Debit,Francis,Rodgers,6/1/20,B-Business,S-Savings,Low,86567,82000.0,United States,massa@felisullamcorperviverra.edu,"135-6904 Sed, Rd.",Memphis,Local Shop,16190110 9742,0,0,0,0,0,0,0,0,0
0,0,219868693,11/17/19,52210.0,11675.0,N,Mariam Barrera,885343128,Debit,Francis,Rodgers,6/1/20,B-Business,S-Savings,Low,86567,82000.0,United States,massa@felisullamcorperviverra.edu,"135-6904 Sed, Rd.",Memphis,Local Shop,16190110 9742,0,0,0,0,1,0,0,1,0
0,0,219868693,11/10/19,26785.0,11975.0,N,Melyssa Snider,869562992,Credit,Francis,Rodgers,6/1/20,B-Business,S-Savings,Low,86567,82000.0,United States,massa@felisullamcorperviverra.edu,"135-6904 Sed, Rd.",Memphis,Local Shop,16190110 9742,0,0,0,0,1,0,0,1,0
0,0,219868693,11/22/19,90773.0,12250.0,N,Sade Gould,488915793,Debit,Francis,Rodgers,6/1/20,B-Business,S-Savings,Low,86567,82000.0,United States,massa@felisullamcorperviverra.edu,"135-6904 Sed, Rd.",Memphis,Local Shop,16190110 9742,0,0,0,0,1,0,0,1,0
0,0,695743140,11/29/19,77008.0,200.0,Y,Sybil Hayden,747401666,Credit,Denton,Mcmillan,1/15/19,B-Business,S-Savings,High,35850,89500.0,United States,enim@dolor.edu,5795 Tellus. St.,Topeka,JEWELLERY,16081115 8005,0,1,0,0,0,0,0,1,0
1,1,695743140,11/14/19,32769.0,126962.6667,N,Beverly Strong,620321821,Credit,Denton,Mcmillan,1/15/19,B-Business,S-Savings,High,35850,89500.0,United States,enim@dolor.edu,5795 Tellus. St.,Topeka,JEWELLERY,16081115 8005,0,1,1,1,1,0,0,4,0
0,0,695743140,11/2/19,93055.0,3825.0,Y,Charles Mendoza,607814773,Credit,Denton,Mcmillan,1/15/19,B-Business,S-Savings,High,35850,89500.0,United States,enim@dolor.edu,5795 Tellus. St.,Topeka,JEWELLERY,16081115 8005,0,1,0,0,0,0,0,1,0
0,0,695743140,11/9/19,52337.0,11700.0,Y,Colorado Osborn,344772732,Credit,Denton,Mcmillan,1/15/19,B-Business,S-Savings,High,35850,89500.0,United States,enim@dolor.edu,5795 Tellus. St.,Topeka,JEWELLERY,16081115 8005,0,1,0,0,1,0,0,2,0
0,0,695743140,11/8/19,59873.0,12000.0,N,Yvette Santiago,232563322,Debit,Denton,Mcmillan,1/15/19,B-Business,S-Savings,High,35850,89500.0,United States,enim@dolor.edu,5795 Tellus. St.,Topeka,JEWELLERY,16081115 8005,0,1,0,0,1,0,0,2,0
0,0,695743140,11/17/19,74221.0,12275.0,N,Gisela Velasquez,730038021,Credit,Denton,Mcmillan,1/15/19,B-Business,S-Savings,High,35850,89500.0,United States,enim@dolor.edu,5795 Tellus. St.,Topeka,JEWELLERY,16081115 8005,0,1,0,0,1,0,0,2,0
0,0,408660403,11/16/19,95456.0,100.0,Y,Rose Levine,331661694,Credit,Yoko,Deleon,11/27/19,P-Private,C-Checking,Low,44500,97000.0,United States,Sed.eu@mattisornarelectus.org,"848-6366 Ornare, Road",Worcester,HOTEL,16180713 4414,0,0,0,0,0,0,0,0,0
1,1,408660403,11/23/19,96054.0,159684.6667,N,Alea Kane,643956560,Debit,Yoko,Deleon,11/27/19,P-Private,C-Checking,Low,44500,97000.0,United States,Sed.eu@mattisornarelectus.org,"848-6366 Ornare, Road",Worcester,HOTEL,16180713 4414,0,0,1,1,1,0,0,3,0
0,0,408660403,11/12/19,45592.0,3850.0,N,Hayley Roberts,838063954,Debit,Yoko,Deleon,11/27/19,P-Private,C-Checking,Low,44500,97000.0,United States,Sed.eu@mattisornarelectus.org,"848-6366 Ornare, Road",Worcester,HOTEL,16180713 4414,0,0,0,0,0,0,0,0,0
0,0,408660403,11/26/19,18764.0,11725.0,Y,Maxwell Bryant,955544433,Debit,Yoko,Deleon,11/27/19,P-Private,C-Checking,Low,44500,97000.0,United States,Sed.eu@mattisornarelectus.org,"848-6366 Ornare, Road",Worcester,HOTEL,16180713 4414,0,0,0,0,1,0,0,1,0
0,0,408660403,11/21/19,70321.0,12025.0,Y,Gretchen Poole,700547514,Credit,Yoko,Deleon,11/27/19,P-Private,C-Checking,Low,44500,97000.0,United States,Sed.eu@mattisornarelectus.org,"848-6366 Ornare, Road",Worcester,HOTEL,16180713 4414,0,0,0,0,1,0,0,1,0
0,0,408660403,11/17/19,92432.0,12300.0,Y,Keegan Terrell,115596212,Credit,Yoko,Deleon,11/27/19,P-Private,C-Checking,Low,44500,97000.0,United States,Sed.eu@mattisornarelectus.org,"848-6366 Ornare, Road",Worcester,HOTEL,16180713 4414,0,0,0,0,1,0,0,1,0
0,0,356401049,11/9/19,24069.0,300.0,Y,Jackson Owen,608954484,Debit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,0,0,0,0,0,0,0
0,0,204305319,11/11/19,30415.0,440.0,Y,April Wheeler,968398584,Debit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,0,0,0,0,0,0,0
0,0,622222329,11/27/19,19734.0,620.0,N,Carla Matthews,211388716,Credit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,0,0,0,0,0,0,0
0,0,314155507,11/7/19,95812.0,790.0,Y,Randall Guthrie,366840027,Debit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,0,0,0,0,0,0,0
0,0,572939317,11/22/19,70346.0,960.0,Y,Thor Mccarty,917553815,Credit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,0,0,0,0,0,0,0
0,0,691716673,11/25/19,85911.0,1130.0,N,Calista Burke,553643227,Credit,Jared,Crane,11/25/20,B-Business,C-Checking,Medium,22885,108500.0,United States,ac.sem.ut@semperpretium.net,574-9294 Cursus. Rd.,Indianapolis,Mechanical Shop,16380424 7819,0,0,0,0,0,0,0,0,0
1,1,691716673,11/24/19,52162.0,225128.6667,Y,Velma Benton,272338800,Debit,Jared,Crane,11/25/20,B-Business,C-Checking,Medium,22885,108500.0,United States,ac.sem.ut@semperpretium.net,574-9294 Cursus. Rd.,Indianapolis,Mechanical Shop,16380424 7819,0,0,1,1,1,0,0,3,0
0,0,691716673,11/27/19,40975.0,30127.42857,Y,Marny Gaines,298021384,Debit,Jared,Crane,11/25/20,B-Business,C-Checking,Medium,22885,108500.0,United States,ac.sem.ut@semperpretium.net,574-9294 Cursus. Rd.,Indianapolis,Mechanical Shop,16380424 7819,0,0,0,0,1,0,0,1,0
0,0,905052782,11/29/19,80352.0,1300.0,Y,Daniel Cochran,561814553,Debit,Lael,Dodson,3/11/19,P-Private,S-Savings,Low,78222,119875.0,United States,Maecenas.libero@rutrummagna.net,"Ap #157-8475 Sem, Av.",Springdale,RESTAURANT,16310314 1564,0,0,0,0,0,0,0,0,0
1,1,905052782,11/23/19,80041.0,257850.6667,Y,Madaline Parrish,955829008,Debit,Lael,Dodson,3/11/19,P-Private,S-Savings,Low,78222,119875.0,United States,Maecenas.libero@rutrummagna.net,"Ap #157-8475 Sem, Av.",Springdale,RESTAURANT,16310314 1564,0,0,1,1,1,0,0,3,0
0,0,905052782,11/12/19,14690.0,30701.142860000004,N,Patrick Harris,552353841,Credit,Lael,Dodson,3/11/19,P-Private,S-Savings,Low,78222,119875.0,United States,Maecenas.libero@rutrummagna.net,"Ap #157-8475 Sem, Av.",Springdale,RESTAURANT,16310314 1564,0,0,0,0,1,0,0,1,0
0,0,287834301,11/7/19,21179.0,1470.0,N,Quentin Richards,155854593,Credit,Rebecca,Colon,8/3/19,P-Private,S-Savings,Medium,96111,131250.0,United States,sem.ut.dolor@Sed.com,"P.O. Box 956, 8444 Ligula. Rd.",Denver,NON-PROFIT,16900910 8789,0,0,0,0,0,0,0,0,0
1,1,287834301,11/29/19,45090.0,290572.6667,Y,Hunter Cohen,824133147,Credit,Rebecca,Colon,8/3/19,P-Private,S-Savings,Medium,96111,131250.0,United States,sem.ut.dolor@Sed.com,"P.O. Box 956, 8444 Ligula. Rd.",Denver,NON-PROFIT,16900910 8789,0,0,1,1,1,0,0,3,0
0,0,287834301,11/8/19,82537.0,31274.857139999996,Y,Thor Buchanan,999447325,Debit,Rebecca,Colon,8/3/19,P-Private,S-Savings,Medium,96111,131250.0,United States,sem.ut.dolor@Sed.com,"P.O. Box 956, 8444 Ligula. Rd.",Denver,NON-PROFIT,16900910 8789,0,0,0,0,1,0,0,1,0
0,0,456045136,11/3/19,98335.0,1640.0,N,Graham Summers,388720697,Credit,Mira,Gillespie,4/5/19,P-Private,C-Checking,Low,16978,142625.0,United States,tristique.ac.eleifend@Integeridmagna.com,"P.O. Box 734, 835 Et Av.",Omaha,Car Dealership,16150120 4380,0,0,0,0,0,0,0,0,0
1,1,456045136,11/11/19,61656.0,323294.6667,N,Idona Mcdonald,469336864,Credit,Mira,Gillespie,4/5/19,P-Private,C-Checking,Low,16978,142625.0,United States,tristique.ac.eleifend@Integeridmagna.com,"P.O. Box 734, 835 Et Av.",Omaha,Car Dealership,16150120 4380,0,0,1,1,1,0,0,3,0
0,0,456045136,11/15/19,33323.0,31848.57143,Y,Barrett Kirk,336162866,Debit,Mira,Gillespie,4/5/19,P-Private,C-Checking,Low,16978,142625.0,United States,tristique.ac.eleifend@Integeridmagna.com,"P.O. Box 734, 835 Et Av.",Omaha,Car Dealership,16150120 4380,0,0,0,0,1,0,0,1,0
0,0,694971525,11/1/19,52396.0,1810.0,N,Oscar Johnston,153290655,Debit,Pandora,Lane,3/3/20,B-Business,S-Savings,Medium,87788,154000.0,United States,gravida@Nunclaoreet.edu,Ap #766-2946 Pede. Ave,Southaven,SHOPS,16770806 2919,0,0,0,0,0,0,0,0,0
1,1,694971525,11/1/19,67563.0,356016.6667,N,Aurelia Blackburn,453462420,Debit,Pandora,Lane,3/3/20,B-Business,S-Savings,Medium,87788,154000.0,United States,gravida@Nunclaoreet.edu,Ap #766-2946 Pede. Ave,Southaven,SHOPS,16770806 2919,0,0,1,1,1,0,0,3,0
0,0,694971525,11/11/19,48145.0,32422.285710000004,N,Melodie Wolfe,739019021,Credit,Pandora,Lane,3/3/20,B-Business,S-Savings,Medium,87788,154000.0,United States,gravida@Nunclaoreet.edu,Ap #766-2946 Pede. Ave,Southaven,SHOPS,16770806 2919,0,0,0,0,1,0,0,1,0
0,0,674897626,11/9/19,28414.0,1980.0,Y,Rogan Dean,634868357,Credit,Lila,Fitzgerald,1/20/19,B-Business,S-Savings,Low,68979,165375.0,United States,ipsum.ac@non.net,Ap #574-774 Dolor Street,Lexington,Car Dealership,16400116 1506,0,0,0,0,0,0,0,0,0
1,1,674897626,11/11/19,19825.0,388738.6667,Y,Cheyenne Lancaster,320097729,Credit,Lila,Fitzgerald,1/20/19,B-Business,S-Savings,Low,68979,165375.0,United States,ipsum.ac@non.net,Ap #574-774 Dolor Street,Lexington,Car Dealership,16400116 1506,0,0,1,1,1,0,0,3,0
0,0,674897626,11/16/19,68379.0,32996.0,Y,Moana Emerson,757174584,Debit,Lila,Fitzgerald,1/20/19,B-Business,S-Savings,Low,68979,165375.0,United States,ipsum.ac@non.net,Ap #574-774 Dolor Street,Lexington,Car Dealership,16400116 1506,0,0,0,0,1,0,0,1,0
0,0,695528650,11/1/19,20916.0,2150.0,N,Constance Ewing,247468879,Credit,Constance,Hodge,11/13/19,B-Business,C-Checking,Low,30410,176750.0,United States,Suspendisse.non.leo@nisi.ca,284-2216 Sit Ave,Iowa City,NONE,16990311 9866,0,0,0,0,0,0,0,0,0
1,1,695528650,11/7/19,47251.0,421460.6667,Y,Nelle Brewer,962919044,Debit,Constance,Hodge,11/13/19,B-Business,C-Checking,Low,30410,176750.0,United States,Suspendisse.non.leo@nisi.ca,284-2216 Sit Ave,Iowa City,NONE,16990311 9866,0,0,1,1,1,0,0,3,0
0,0,695528650,11/21/19,34202.0,33569.714289999996,Y,Madeson Haynes,226559140,Credit,Constance,Hodge,11/13/19,B-Business,C-Checking,Low,30410,176750.0,United States,Suspendisse.non.leo@nisi.ca,284-2216 Sit Ave,Iowa City,NONE,16990311 9866,0,0,0,0,1,0,0,1,0
0,0,377087363,11/3/19,46279.0,2320.0,N,Amethyst Holder,580493927,Credit,Noble,Graham,1/18/19,B-Business,S-Savings,Medium,97065,188125.0,United States,magna.Phasellus.dolor@odioNam.ca,"P.O. Box 507, 7592 Tincidunt Ave",Bellevue,Laundry Business,16020716 7164,0,0,0,0,0,0,0,0,0
0,0,377087363,11/14/19,33475.0,5040.0,N,Farrah Blankenship,985652933,Debit,Noble,Graham,1/18/19,B-Business,S-Savings,Medium,97065,188125.0,United States,magna.Phasellus.dolor@odioNam.ca,"P.O. Box 507, 7592 Tincidunt Ave",Bellevue,Laundry Business,16020716 7164,0,0,0,0,0,0,0,0,0
0,0,377087363,11/20/19,28043.0,34143.42857,Y,Clarke Hensley,531805993,Debit,Noble,Graham,1/18/19,B-Business,S-Savings,Medium,97065,188125.0,United States,magna.Phasellus.dolor@odioNam.ca,"P.O. Box 507, 7592 Tincidunt Ave",Bellevue,Laundry Business,16020716 7164,0,0,0,0,1,0,0,1,0
1,1,251683236,11/24/19,19760.0,192406.6667,N,Seth Wilcox,305727103,Debit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,1,1,1,0,0,3,0
0,0,463107041,11/8/19,62109.0,556.0,Y,Reuben Landry,637421840,Debit,Brody,Mcmahon,10/23/19,B-Business,C-Checking,Medium,94350,199500.0,United States,arcu.vel@disparturientmontes.edu,"315-787 Vestibulum, Rd.",Milwaukee,Computer Store,16630615 4631,0,0,0,0,0,0,0,0,0
0,0,463107041,11/26/19,54538.0,34717.14286,Y,Martina Levy,817400472,Debit,Brody,Mcmahon,10/23/19,B-Business,C-Checking,Medium,94350,199500.0,United States,arcu.vel@disparturientmontes.edu,"315-787 Vestibulum, Rd.",Milwaukee,Computer Store,16630615 4631,0,0,0,0,1,0,0,1,0
0,0,816255237,11/3/19,50327.0,21245.0,Y,Inga Velasquez,203186645,Debit,Abraham,Zamora,2/8/20,P-Private,C-Checking,Medium,45737,210875.0,United States,Vivamus.nisi.Mauris@uterat.edu,413-5715 Sagittis. Street,Seattle,HOTEL,16021114 2088,0,0,0,0,1,0,0,1,0
0,0,816255237,11/20/19,21197.0,35290.85714,Y,Abraham Matthews,708737907,Credit,Abraham,Zamora,2/8/20,P-Private,C-Checking,Medium,45737,210875.0,United States,Vivamus.nisi.Mauris@uterat.edu,413-5715 Sagittis. Street,Seattle,HOTEL,16021114 2088,0,0,0,0,1,0,0,1,0
0,0,742849092,11/11/19,44710.0,48521.0,N,Omar Haney,686116337,Credit,Valentine,Huff,9/22/19,B-Business,S-Savings,Low,92614,222250.0,United States,a.purus@Praesentluctus.com,1746 Egestas Avenue,Covington,Mechanical Shop,16190721 5279,0,0,0,0,1,0,0,1,0
0,0,742849092,11/20/19,96425.0,35864.57143,N,Berk Mckinney,344917099,Debit,Valentine,Huff,9/22/19,B-Business,S-Savings,Low,92614,222250.0,United States,a.purus@Praesentluctus.com,1746 Egestas Avenue,Covington,Mechanical Shop,16190721 5279,0,0,0,0,1,0,0,1,0
0,0,500086923,11/25/19,40498.0,878.0,N,Gage Velez,163827892,Credit,Flavia,Durham,12/4/18,P-Private,C-Checking,High,50527,233625.0,United States,libero.et.tristique@non.org,262-9817 Quam. Ave,Hilo,JEWELLERY,16440313 4549,0,1,0,0,0,0,0,1,0
0,0,500086923,11/16/19,95369.0,36438.285710000004,Y,Walter Holt,955001847,Debit,Flavia,Durham,12/4/18,P-Private,C-Checking,High,50527,233625.0,United States,libero.et.tristique@non.org,262-9817 Quam. Ave,Hilo,JEWELLERY,16440313 4549,0,1,0,0,1,0,0,2,0
0,0,965456554,11/5/19,24539.0,39562.0,Y,Quintessa Slater,369005326,Credit,Aurora,Kemp,11/26/20,B-Business,S-Savings,Low,74394,245000.0,United States,quam.Pellentesque@per.co.uk,Ap #122-2865 Tellus Rd.,Covington,Car Dealership,16460909 7383,0,0,0,0,1,0,0,1,0
0,0,965456554,11/11/19,87721.0,37012.0,N,Aiko Reynolds,783490701,Credit,Aurora,Kemp,11/26/20,B-Business,S-Savings,Low,74394,245000.0,United States,quam.Pellentesque@per.co.uk,Ap #122-2865 Tellus Rd.,Covington,Car Dealership,16460909 7383,0,0,0,0,1,0,0,1,0
0,0,196718972,11/6/19,27379.0,200.0,Y,Patience Frye,960357049,Credit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,0,0,0,0,0,0,0
0,0,576608659,11/3/19,98869.0,100.0,Y,Echo Fletcher,618056413,Credit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,0,0,0,0,0,0,0
0,0,553654214,11/24/19,65418.0,300.0,Y,Brady Patterson,485346814,Credit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,0,0,0,0,0,0,0
0,0,454925259,11/17/19,40920.0,6985.472222,N,Vivien Garcia,549664645,Debit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,0,0,0,0,0,0,0
0,0,785555995,11/13/19,14778.0,5795.855556,Y,May Jackson,791245731,Credit,,,11/9/18,B-Business,C-Checking,Low,29715,30000.0,United States,,,,Professional,999,0,0,0,0,0,0,0,0,0
